date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:16:25	770/770	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/rodape-transparencia.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/rodape-transparencia.png	(from https://logisticaofc.com/REFTXGU/)
19:16:25	725/725	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/rodape-cadeado.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/rodape-cadeado.png	(from https://logisticaofc.com/REFTXGU/)
19:16:25	726/726	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/rodape-loja-correios.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/rodape-loja-correios.png	(from https://logisticaofc.com/REFTXGU/)
19:16:26	60641/60641	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/js/bootstrap.js	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/js/bootstrap.js	(from https://logisticaofc.com/REFTXGU/)
19:16:26	80727/80727	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/js/bootstrap.bundle.min.js	(from https://logisticaofc.com/REFTXGU/)
19:16:27	20093/20093	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/correios-sf.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/correios-sf.png	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:27	2949/2949	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/aguardando-pagamento.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/aguardando-pagamento.png	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:27	399593/399593	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/1.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/1.png	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:27	1418/1418	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/caminhao-cor.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/caminhao-cor.png	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:27	8611/8611	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/brazil.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/brazil.png	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:27	994/994	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/agencia-cor.png	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/agencia-cor.png	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:28	91514/91514	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Feb%202025%2000:10:20%20GMT	https://logisticaofc.com/REFTXGU/images/popup.webp	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/popup.webp	(from https://logisticaofc.com/REFTXGU/verificar.php?cpf=98537725668&cod=REFCL)
19:16:28	15374/15374	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/24hr.jpg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/24hr.jpg	(from https://logisticaofc.com/REFTXGU/pagamento.php?telefone=(19)%2056649-9956&cpf=98537725668&nome=RENATO%20MENDES%20DIAS&email=dccqqx9v%40yahoo.com&cod=REFCL)
19:16:28	23738/23738	---M-Z	200	added ('OK')	application/javascript	etag:W/%225cba-nSz2TvWW6iEAn1NDJwuyMKymjPY%22	https://cdn.jsdelivr.net/npm/qrcode/build/qrcode.min.js	C:/My%20Web%20Sites/Correios/cdn.jsdelivr.net/npm/qrcode/build/qrcode.min.js	(from https://logisticaofc.com/REFTXGU/taxa.php?telefone=(19)%2056649-9956&cpf=985.377.256-68&nome=RENATO%20MENDES%20DIAS&email=dccqqx9v%40yahoo.com&valor=3723&cod=REFCL)
19:16:29	1186/1186	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/cores.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/cores.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:29	10157/10157	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/menu.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/menu.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:29	2902/2902	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/acessibilidade.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/acessibilidade.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:29	2861/2861	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/footer.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/footer.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:30	5255/5255	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/forms.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/forms.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:30	8259/8259	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/botoes.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/botoes.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:30	7432/7432	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/global.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/global.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:30	14910/14910	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/css/bunker.css	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/css/bunker.css	(from https://logisticaofc.com/REFTXGU/css/custom.css)
19:16:31	14293/14293	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/logo-ect.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/logo-ect.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:31	198/198	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/menu.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/menu.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:31	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:26%20GMT	https://logisticaofc.com/REFTXGU/images/menu-open.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/menu-open.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:31	178/178	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/arrow-down.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/arrow-down.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:26%20GMT	https://logisticaofc.com/REFTXGU/images/arrow-up.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/arrow-up.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:27%20GMT	https://logisticaofc.com/REFTXGU/images/pesquisar.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/pesquisar.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:27%20GMT	https://logisticaofc.com/REFTXGU/images/entrar.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/entrar.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:32	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:27%20GMT	https://logisticaofc.com/REFTXGU/images/arrow-right-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/arrow-right-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:27%20GMT	https://logisticaofc.com/REFTXGU/images/arrow-left.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/arrow-left.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:33	1069/1069	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Jan%202025%2021:51:44%20GMT	https://logisticaofc.com/REFTXGU/images/bg-amarelo.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/bg-amarelo.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:28%20GMT	https://logisticaofc.com/REFTXGU/images/monitor-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/monitor-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:28%20GMT	https://logisticaofc.com/REFTXGU/images/monitor-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/monitor-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:33	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:28%20GMT	https://logisticaofc.com/REFTXGU/images/arrow-right-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/arrow-right-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:28%20GMT	https://logisticaofc.com/REFTXGU/images/find-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/find-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:29%20GMT	https://logisticaofc.com/REFTXGU/images/find-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/find-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:29%20GMT	https://logisticaofc.com/REFTXGU/images/phone-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/phone-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:29%20GMT	https://logisticaofc.com/REFTXGU/images/phone-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/phone-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:29%20GMT	https://logisticaofc.com/REFTXGU/images/people-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/people-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:30%20GMT	https://logisticaofc.com/REFTXGU/images/people-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/people-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:30%20GMT	https://logisticaofc.com/REFTXGU/images/chat-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/chat-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:30%20GMT	https://logisticaofc.com/REFTXGU/images/chat-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/chat-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:30%20GMT	https://logisticaofc.com/REFTXGU/images/find-person-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/find-person-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:31%20GMT	https://logisticaofc.com/REFTXGU/images/find-person-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/find-person-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:31%20GMT	https://logisticaofc.com/REFTXGU/images/help-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/help-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:31%20GMT	https://logisticaofc.com/REFTXGU/images/help-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/help-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:31%20GMT	https://logisticaofc.com/REFTXGU/images/expand-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/expand-blue.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:31%20GMT	https://logisticaofc.com/REFTXGU/images/expand-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/images/expand-brown.svg	(from https://logisticaofc.com/REFTXGU/css/menu.css)
19:16:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:32%20GMT	https://logisticaofc.com/REFTXGU/img/arrow-up.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/arrow-up.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:32%20GMT	https://logisticaofc.com/REFTXGU/img/bandeira-brasil.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/bandeira-brasil.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:32%20GMT	https://logisticaofc.com/REFTXGU/img/close-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/close-blue.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:33%20GMT	https://logisticaofc.com/REFTXGU/img/close-brown.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/close-brown.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:33%20GMT	https://logisticaofc.com/REFTXGU/img/alto-contraste-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/alto-contraste-blue.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:33%20GMT	https://logisticaofc.com/REFTXGU/img/teclado-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/teclado-blue.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:33%20GMT	https://logisticaofc.com/REFTXGU/img/mouse-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/mouse-blue.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:33%20GMT	https://logisticaofc.com/REFTXGU/img/libras.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/libras.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:34%20GMT	https://logisticaofc.com/REFTXGU/img/marcador-blue.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/marcador-blue.svg	(from https://logisticaofc.com/REFTXGU/css/acessibilidade.css)
19:16:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:34%20GMT	https://logisticaofc.com/REFTXGU/img/menu.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/menu.svg	(from https://logisticaofc.com/REFTXGU/css/botoes.css)
19:16:40	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:35%20GMT	https://logisticaofc.com/REFTXGU/img/menu-open.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/menu-open.svg	(from https://logisticaofc.com/REFTXGU/css/botoes.css)
19:16:40	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:35%20GMT	https://logisticaofc.com/REFTXGU/img/more-vert.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/more-vert.svg	(from https://logisticaofc.com/REFTXGU/css/botoes.css)
19:16:40	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:35%20GMT	https://logisticaofc.com/REFTXGU/img/back.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/back.svg	(from https://logisticaofc.com/REFTXGU/css/botoes.css)
19:16:41	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2022:16:35%20GMT	https://logisticaofc.com/REFTXGU/img/room.svg	C:/My%20Web%20Sites/Correios/logisticaofc.com/REFTXGU/img/room.svg	(from https://logisticaofc.com/REFTXGU/css/botoes.css)
